   0.3552551270    0.6590881348    0.2342224121
   0.4802551270    0.0340881348    0.8592224121
   0.9802551270    0.5340881348    0.3592224121
   0.7302551270    0.2840881348    0.1092224121
   0.2302551270    0.7840881348    0.6092224121
   0.1677551270    0.2215881348    0.1717224121
   0.6677551270    0.7215881348    0.6717224121
   0.9177551270    0.4715881348    0.9217224121
   0.4177551270    0.9715881348    0.4217224121
   0.2927551270    0.3465881348    0.5467224121
   0.7927551270    0.8465881348    0.0467224121
   0.5427551270    0.0965881348    0.2967224121
   0.0427551270    0.5965881348    0.7967224121
   0.0583801270    0.3309631348    0.2498474121
   0.5583801270    0.8309631348    0.7498474121
   0.8083801270    0.0809631348    0.9998474121
   0.3083801270    0.5809631348    0.4998474121
   0.4333801270    0.2059631348    0.6248474121
   0.9333801270    0.7059631348    0.1248474121
   0.6833801270    0.4559631348    0.3748474121
   0.1833801270    0.9559631348    0.8748474121
   0.2458801270    0.0184631348    0.4373474121
   0.7458801270    0.5184631348    0.9373474121
   0.9958801270    0.2684631348    0.6873474121
   0.4958801270    0.7684631348    0.1873474121
   0.3708801270    0.3934631348    0.8123474121
   0.8708801270    0.8934631348    0.3123474121
   0.6208801270    0.1434631348    0.0623474121
   0.1208801270    0.6434631348    0.5623474121
   0.0896301270    0.1747131348    0.9060974121
   0.5896301270    0.6747131348    0.4060974121
   0.8396301270    0.4247131348    0.1560974121
   0.3396301270    0.9247131348    0.6560974121
   0.4646301270    0.2997131348    0.2810974121
   0.9646301270    0.7997131348    0.7810974121
   0.7146301270    0.0497131348    0.5310974121
   0.2146301270    0.5497131348    0.0310974121
   0.1521301270    0.4872131348    0.7185974121
   0.6521301270    0.9872131348    0.2185974121
   0.9021301270    0.2372131348    0.4685974121
   0.4021301270    0.7372131348    0.9685974121
   0.2771301270    0.1122131348    0.0935974121
   0.7771301270    0.6122131348    0.5935974121
   0.5271301270    0.3622131348    0.8435974121
   0.0271301270    0.8622131348    0.3435974121
   0.0193176270    0.4637756348    0.8201599121
   0.5193176270    0.9637756348    0.3201599121
   0.7693176270    0.2137756348    0.0701599121
   0.2693176270    0.7137756348    0.5701599121
   0.3943176270    0.0887756348    0.4451599121
   0.8943176270    0.5887756348    0.9451599121
   0.6443176270    0.3387756348    0.6951599121
   0.1443176270    0.8387756348    0.1951599121
   0.2068176270    0.1512756348    0.5076599121
   0.7068176270    0.6512756348    0.0076599121
   0.9568176270    0.4012756348    0.2576599121
   0.4568176270    0.9012756348    0.7576599121
   0.3318176270    0.2762756348    0.1326599121
   0.8318176270    0.7762756348    0.6326599121
   0.5818176270    0.0262756348    0.8826599121
   0.0818176270    0.5262756348    0.3826599121
   0.1130676270    0.0575256348    0.0389099121
   0.6130676270    0.5575256348    0.5389099121
   0.8630676270    0.3075256348    0.7889099121
   0.3630676270    0.8075256348    0.2889099121
   0.4880676270    0.4325256348    0.6639099121
   0.9880676270    0.9325256348    0.1639099121
   0.7380676270    0.1825256348    0.4139099121
   0.2380676270    0.6825256348    0.9139099121
   0.1755676270    0.3700256348    0.3514099121
   0.6755676270    0.8700256348    0.8514099121
   0.9255676270    0.1200256348    0.6014099121
   0.4255676270    0.6200256348    0.1014099121
   0.3005676270    0.2450256348    0.9764099121
   0.8005676270    0.7450256348    0.4764099121
   0.5505676270    0.4950256348    0.2264099121
   0.0505676270    0.9950256348    0.7264099121
   0.0349426270    0.1981506348    0.3045349121
   0.5349426270    0.6981506348    0.8045349121
   0.7849426270    0.4481506348    0.5545349121
   0.2849426270    0.9481506348    0.0545349121
   0.4099426270    0.3231506348    0.9295349121
   0.9099426270    0.8231506348    0.4295349121
   0.6599426270    0.0731506348    0.1795349121
   0.1599426270    0.5731506348    0.6795349121
   0.2224426270    0.3856506348    0.1170349121
   0.7224426270    0.8856506348    0.6170349121
   0.9724426270    0.1356506348    0.8670349121
   0.4724426270    0.6356506348    0.3670349121
   0.3474426270    0.0106506348    0.7420349121
   0.8474426270    0.5106506348    0.2420349121
   0.5974426270    0.2606506348    0.4920349121
   0.0974426270    0.7606506348    0.9920349121
   0.0661926270    0.2919006348    0.5857849121
   0.5661926270    0.7919006348    0.0857849121
   0.8161926270    0.0419006348    0.3357849121
   0.3161926270    0.5419006348    0.8357849121
   0.4411926270    0.1669006348    0.2107849121
   0.9411926270    0.6669006348    0.7107849121
   0.6911926270    0.4169006348    0.9607849121
